Name,Job Title,Company,Profile Link
Steve Estrellado,Technical Project Manager,Estro Digital Communications,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgyNTM=
Sean Estrin,"CEO, Co-Founder",Inter Media & Dunamis,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzMzUxNTk=
Dave Evans,Digital Marketing Ops Manager,DaBella,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NTY4MTA=
Christen Evans,Founder + CEO,Spark Partnerships,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4OTE1OTc=
Eric Evans,CEO,HyperTarget Marketing LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk0MzQ=
Oren Even,Partnerships Manager,Kissterra,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2MzYxMjM=
Ryan Ewer,CEO,Digital Summit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI1MTQ=
Ellie Ewer,Affiliate Manager,Digital Summit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg4MjA=
Josh Ewin,President,Helios Payments,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTE2NjU=
Joshua Eyestone,Disability Law Lead & Call Buyer,Heard & Smith SSDI Law Firm,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk0OTI=
Mantas Fabijonavicius,CoFounder,Adtractive,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODE3NjM=
Michael Fagan,SVP Sales North America,Payshield,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg5Mjc=
Francesco Fagnini,Vice President,Achieve,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgwNzU=
Dana Faierman,Business Operations,Manifesto By Intango,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2NDIwMjA=
Bruno Faillace,president,"Value Direct, Inc.",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODk0NTg=
Matthew Faillace,Director of Marketing,"Value Direct, Inc.",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODk0NTc=
Luci Faillaci,COO,FCW Lonestar Enterprises,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MzQ2NTE=
Logan Fairchild,Director of PPC,"Ifficient, Inc",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTA2NTI=
Natalie Fairist,Administrative Director,OPTIZMO,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg1Mjc=
Philip Fairley,President,Rainmaker,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTMxMTk=
Philip Fairley,President,Rainmaker,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTA2MjA=
Harrison Fallon,Head of Cardholder Products,Capital One Shopping,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODI0NzA=
Eric Famoso,Senior Director of Business Development,Creative Clicks,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MDEyNjk=
Alex Fan,"Director, eCommerce",AppLovin Corp,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyOTc3MzI=
HENG FAN,Media buyer,HongKong Laomao Trade Company Limited,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNTg0NTU=
Helen (Yixuan) Fan,Partnership Manager,Tec Do,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3NjAxMzQ=
Jessica Fanduzz,Partnerships Manager,Forbes Advisor,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODU0NTU=
Daniel Farahdel,COO,Prime Media Connect,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5Mjg3Mjg=
Gal Farchi,Affiliate Manager,Melio,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMDExMTg=
Craig Farelli,VP of Business Development,Clickso LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyOTYwNDc=
Bruno Faria,Technical Account Manager,Ads.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgxMTQ=
Cesar Farias,Founder,Just Art Media Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNzg5NzE=
Christopher Farinacci,Affiliate Manager,Convert2Media LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NTcxMTg=
Ricardo Farinas,Director of Customer Acquisition,hear.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNjU5Mzk=
Jennifer Farmer,"Director, Merchant Development","Valuedynamx, a Collinson Company",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NjMzNzY=
Ryan Farmer,Co-Owner,Launchify,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MDU4Nzk=
Marco Farnararo,CEO,Bravo Savings Network,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk3Nzg=
Gulraiz Farooqi,Head of Affiliate Management,Triton Growth,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzUwODg=
Ned Farra,Chief Chocolate Taster,Swanamaker Productions,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODU2MTQ=
Adam Farrar,COO,Realty.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5OTE2NDY=
Robert Farrington,Founder,The College Investor,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc3MDA=
Todd Farrow,Marketing,"Flatiron Media, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1MzIyNDE=
Rich Fatigate,"SVP, Sales",Launch Potato,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc2MzA=
Maryam Fatima,Business Coordinator,InboxAlly,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1Njk2MTA=
Ana Favela,Marketing Manager,inHarmony interactive,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU2MDYwNTc=
Ben Faw,Co-Founder,Advon Commerce,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODkxODk=
Blake Fayling,CEO,Pronomix.ai,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MTc5ODg=
Ashley Fedler,Marketing Executive,Forward Leap Marketing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4NTY0NTM=
Mark Fedorov,Head of Client Relations,Koalaty Leads,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc2NDk=
Danny Feekes,Head of Commerce,World of Good Brands,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzE3NDA=
Michael Feeley,COO,Trillion.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NDI4ODM=
Alexander Feist,Head of Affiliate Marketing,Sage,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzMwNjE=
Maor Feldman,VP Sales,Intango,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzMTM0MzM=
Daniel Fell,Head of Business Development Credit Cards,QuinStreet,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDQzMzA=
Chandra Fels-Pallazza,"Sr. Manager, Affiliates","Gen (Norton, Avast, AVG, LifeLock)",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODM3NzM=
Dan Felter,CEO,Archerfish,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MTU4NDQ=
Brandon Fenstermaker,VP of Marketing,Yrefy LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMTcwMzk=
darryl ferdinand,Owner,Best Phone Numbers,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4NTQ2OTQ=
Tony Ferguson,CEO,PENNY INC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI1MTM=
Annie Ferlmann,"Manager, Partnerships",Capital One Shopping,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMTY0MDk=
MARCEL FERNANDES FILHO,CEO,CELMEDIA,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NDg1Mjg=
Brian Fernandez,VP of Growth,Digipeak,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyODY2NjQ=
Rob Fernandez,Director of Publisher Partnerships,Ezoic,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NDM1ODk=
MARIA FERRANDIS MARTINEZ,CEO,GOLD STANDARD SHIPPING,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA5Mzk=
Matteo Ferrario,Delivery Coordinator,TANGOO SRL,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk3NDg=
Mike Ferreira,VP Sales,GRP Ads,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzcwMDg2MTA=
Thiago Ferreira,Business Development Manager,RollerAds,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNDQyMjI=
Dennis Ferrell,Head of Partnerships,eBay,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODUzMTQ=
Hanna Festa,Retail Media Product Lead,Capital One,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzMzMjI=
Or Fialkov,CEO,Fialkov Digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDYwNjA=
Kate Fialky,Channel Partnerships Manager,Rakuten Rewards,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4MjQ4ODg=
Eric Ficksman,President,BRV Ventures,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5OTIyNTA=
Jared Field,Senior Manager of Affiliate Marketing,Little Spoon,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3MDk5MDA=
Ellie Fielding,Partnership Manager,"TFLI (US), Inc",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk0Mzk=
Rylee Fife,CMO,Revelation Health,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzI0NDg=
Artem Filikov,CMO,Homeyou,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NTY1Njk=
Seth Finlayson,Director of Partner Management,Point2web LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MTc1MTE=
JACK FIRESTONE,Founder,Boom Beauty,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMTg3MDc=
Ezra Firestone,Founder,Boom Beauty,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTk4NTM=
Howard Fish,New Business Development Director,Paysafe,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3OTcyODk=
Jonathan Fish,Director of Search,LinkGraph,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0Njc2MDc=
Lyndsey Fish,Head of Business Development,Yaw,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDg0MTg=
David Fishchuk,Owner,Gold Standard Media LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MzMxNzE=
Jeffrey Fisher,Managing Member,Atwave,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4MDk1Mzg=
Alexa Fisher,"Senior E-Commerce Manager, North America",De'Longhi,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgyMjE=
Rand Fishkin,Cofounder & CEO,SparkToro,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODEzODk=
Josh Fishman,"VP, Business Development",System1,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODUzMjE=
Zack Fiske,Owner,Aeros Media Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4MjcyNDQ=
Colton Fitzgerald,CTO,Mail Dojo,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNjY5NjI=
Ryan Fitzgerald,Head of SME Sales - Americas,Awin and ShareASale,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMjYzNzk=
Christopher Fitzgerald,Business Development Representative,Chargeblast,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5ODM5MDk=
Brian Fitzmaurice,CEO,Fitz Media Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc2NTc=
Christine Flagler,self,Madison Cool,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk3ODE=
Travis Flaherty,CMO,Trusted Smart Chain,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MjU3MzI=
Izzy Flamm,Senior Marketing Campaign Manager,B&H Photo,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MjIwMzI=
Daniel Flannery,Director of Merchant Partnerships,PerkSpot,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4Mzk4MTE=
Hope Fleagle,Affiliate Account Manager,Prime Corporate Services,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4MTQxMDY=
Dan Fleetwood,Business Development,Tells.co,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODM5Njk=
Kevin Fleisher,"Director, Partnerships & Affiliate",Affinity Solutions,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU2NDg5NDc=
Kevin Fletcher,Partnership Executive,Upsellit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgzODg=
Carissa Flinders,"Director, Affiliate",ShopMy,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNTcyMDc=
Charlie Flint,Account Director,Atolls (Formerly GSG),/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg1Nzk=
Nick Flood,COO,Kindred,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzI1NDU=
Blair Flood,"Head of Industry, Sales",Money Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzY0NDE=
Kasey Flores,Affiliate Manager,Bluehost / Hostgator,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzU1OTk=
Eza Flores,Account Manager,Choice Home Warranty,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NjkzODE=
Olivia Flores,Supervisor,Startr Co.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTg2OTA=
Jenna Florian,Account Manager,Pion,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2MjM1MDU=
Luigi Florimo,Affiliate Sales Manager,Digistore24,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODU4NzI=
Riley Floyd,Sr Affiliate Program Manager,TextNow,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMTg2MTY=
Scott Flynn,Freelancer,Independent,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4NzExOTU=
Mai Flynn,Traffic Partnerships Manager,Lensa,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4MTM3NjI=
Madeline Fones,Affiliate Director,rygr,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MTI0OTQ=
Alexandre Fontes,Copywriter Chief,Pixel Pioneers,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNjY5NzI=
Alexei Foort,CMO,BLUE PINEAPPLE,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3Njc0Mzk=
Rebecca Ford,Marketing Director,QuickRewards,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNDc1MDk=
Matt Ford,Affiliate,Mission Mattes,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNDc1MDg=
Jaime Fordham,Business Development Manager,4LegalLeads.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MjM5NjM=
Travis Fore,"Advertising Sales Director, Growth",Taboola,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMjk0NTk=
Giovanni Forner dos Santos,Head of Partnerships,Expedia Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MjIwNjA=
Juan Pablo Forno,CEO,METEOR,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjQzNjM=
Rebecca Forrester,CEO,Forrester Payment Solutions,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjM0Mzc=
Shayne Forrester,CEO,Forrester Payment Solutions,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjM0MzM=
Katia Forrester,Director,Forrester Payment Solutions,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjM0MzI=
Alexandra Forsch,Founder,"Performance Marketing Collab, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NjYzMjI=
Yann Fortin,Product Manager,Bell Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxODA4MjA=
Cynthia Fortin,Affiliate Marketing Lead,Bell Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU2MjY0OTQ=
Cynthia Fortin,Affiliate Marketing Manager,Bell Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgwNzY=
Valerio Fortunato,Media Buying,DMVF Ltd,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk4NjE=
Andrea Forzieri,owner,Sons Of Univers,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTc2MzM=
Liliana Fosado Rodriguez,Digital Content Manager,Cruz Creative Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjA1ODQ=
Alex Foster,VP - Revenue,Turning Point Brands,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4MDg4NjE=
Vivian Foster,Partnership Manager,Couponfollow,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA4ODE=
Ryan Foulds,Director of Business Development,Forbes Health,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNDMwNDg=
James Fox,Head of Commercial,WeShop,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MzMwNjY=
Mike Fox,VP Sales,Group ISO Merchant Services,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk5MjI=
Steve Foxwell,VP of Field Development,Isagenix,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDg0ODA=
Kristina Fragale,"Agency Sales Lead, North America",Awin and ShareASale,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMjY0NzU=
Silvia Francese,Director,Want digital SARL,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2MzYxODI=
Shala Franciosa,Affiliate Manager,Versa Marketing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc5MTM=
Madelaine Francis,Commercial Director,MVF Global,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1MzA5NjI=
Cory Frankel,Account Executive,SeamlessChex,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDcwOTM=
Doug Frankel,Native Advertising,MGID,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5NDYxOTI=
Andrew Franklin,"Sr. Manager, Affiliate Marketing & Public Relations",Filson & Shinola,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNjc5Mzg=
Joe Franklin,New Business Principal,Google,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MzU1ODI=
Mathew Frary,Strategic Partnerships,Panasonic Well,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4NzU4NDM=
Paul Fraser,Senior Dir. Performance Marketing,Progressive Leasing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzcwMzc4OTE=
Christie Frazer,"Senior VP, Agency Growth",CJ,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MTQ5OTk=
Johny Fredrick,Account Executive,BILL,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3MDc1MDg=
Rachel Freeman,Director of Affiliate Marketing,Netspend,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgyMzE=
Susan Frese,Owner,Travelin' Coupons,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNDc0ODY=
John Freshley,Sr. Account Executive,AddShoppers,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMDUzNTg=
Joseph Frevola,COO,"Globalizer, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNTQzNjY=
Cornelius Frey,"CEO, NucleusLinks",Affinity Global Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODIzOTM=
Ned Friar,Business Development - Media Lead,Klarna,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTEwODY=
Amit Fridman,CEO,KORVATO,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5OTIyNDY=
Curt Frieden,SVP Business Development,Everflow,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc4NTU=
Lindsay Friedlander,Account Executive,Everflow Technologies Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODQ1OTM=
Kara Friedlander,Co-Founder,AI And Robotics Trainers Association,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk4Nzc=
Noam Friedman,Manager,AM,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5ODEyNTY=
Yaniv Friedman,Team Lead Business Development Manager,Spotower,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MjYzOTE=
Ryan Frohn,Husband,AdBeacon,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNTc3MzA=
Max Fryer,Sr. Manager of Publisher Development,StackCommerce,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTk3NTk=
Jesus Fuentes,COO,Legal Harbor Credit Repair,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxODQxNjM=
Jake Fuller,CEO,JEBCommerce,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA3NzE=
Sherece Fullerton,"Senior Manager, Corporate Events",Kashkick/Besitos Marketplace,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3Mjc5OTg=
Steven Fulop,Managing Partner,Black Lion Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5OTA2ODA=
Andrew Fulop,Affiliate,AMF Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5NDc0OTA=
Connor Funk,Director,Home Solutions,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NTkzMjI=
Robert Furnish,President,Hyintent,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjIxMTY=
Liam Furniss,Business Development,Bluebanc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2NTY4ODc=
ofer furst,ceo,Insightics digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjM3MzY=
Nicole G,Media Buyer,UndisputedAds.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NjMzMjU=
Stephane Gabsi,CFO,Lets Make A Lead LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAyNDg=
Raphael GABSI,VP of Business Development,Let's Make a Lead,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgxMTc=
Raphael Gabsi,CEO,Lets Make A Lead LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg4NTI=
Fabian Gaertner,CEO,Yadore GmbH,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTI4Nzg=
Megan Gaffey,"Senior Director, Publisher Partnerships",Rakuten Advertising,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NTM1MTI=
Mike Gaffney,President,PixelWorks Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTEwMDY=
Erin Gagnon,General Manager,BrandCycle,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODYxNjE=
lisa galansky,Head of Strategic Partnerships,DFO Performance,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDcwODM=
MARDI GALDAMEZ,CEO,THE VIRGAM AGENCY,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3NDI5MjA=
Joshua Gale,Owner/Operator,Joshua Gale,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNzg5Nzc=
Sean Gallagher,Media Buyer,Red Chameleon Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNDMwMjI=
Michael Gallagher,Senior Digital Marketing Manager,Concora Credit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODM4MDI=
Kyle Gallagher,Sr Account Manager of Mobile Operations,"Jet Marketing Agency, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NTg1MDI=
JACKIE GALLAGHER,Client Relations Manager,EPCVIP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NzM3MDU=
Brianna Gallant,"Manager, Affiliate Marketing",Leaf Home,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODU0NTE=
Nicola Gallo,Director of Commercial Strategy and Operations,Kelkoo Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyODUyNTM=
Trevor Galvin,CRO,Phoenix Technologies,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MjQzMDg=
Rona Gama,Director of Operations,"Cyclopps, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxODY=
Victoria Gamolia,Account manager,Adskeeper,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMDE4OTI=
